,10,11,12,13,21,22,23,31,32,9,2
0,306.1251,300.29822,295.67728,295.3124,296.1274,295.3751,295.24307,294.86096,294.3421,243.84,295.656
3600,306.6031,300.84186,296.6021,295.98212,296.4327,295.9274,295.78055,294.78223,294.22397,243.84,296.59116
7200,306.85562,301.1291,297.2479,296.31592,296.40512,296.08896,295.9255,294.2888,293.64636,243.84,297.24393
10800,306.89047,301.1687,297.62115,296.32544,296.05777,295.8802,295.6979,293.39798,292.63647,243.84,297.6208
14400,307.2396,301.56583,297.73184,296.7967,296.87274,296.56503,296.40247,294.7583,294.11823,243.84,297.7281
18000,307.79126,302.19342,298.10358,297.4752,297.88104,297.40872,297.26453,296.238,295.6893,243.84,298.0937
21600,308.53537,303.04007,298.72995,298.35153,299.06845,298.39743,298.27054,297.82065,297.32788,243.84,298.71155
25200,309.46085,304.09326,299.6048,299.41498,300.41617,299.51355,299.40393,299.4837,298.9986,243.84,299.5758
28800,310.55243,305.33582,300.72217,300.64178,301.88916,300.724,300.6427,301.183,300.61832,243.84,300.68073
32400,301.49716,301.49716,301.5829,301.4485,301.33548,301.3571,301.35016,301.1391,301.08966,243.84,301.5905
36000,300.85568,300.85568,301.03732,300.7525,300.51303,300.55884,300.54416,300.09692,299.9922,243.84,301.05347
39600,299.91092,299.91092,300.2204,299.73517,299.32715,299.40518,299.3802,298.61826,298.43982,243.84,300.2479
43200,298.66437,298.66437,299.13223,298.39865,297.78186,297.89984,297.86203,296.7102,296.44043,243.84,299.1738
46800,297.11716,297.11716,297.7729,296.7447,295.88013,296.04553,295.99252,294.37802,293.9999,243.84,297.83118
50400,295.27008,295.27008,296.1425,294.77454,293.62436,293.8444,293.77386,291.62595,291.1229,243.84,296.22003
54000,293.12387,293.12387,294.24106,292.48932,291.01642,291.29822,291.2079,288.45734,287.81314,243.84,294.34033
57600,303.21228,296.98672,292.65707,291.7544,291.97006,291.57053,291.39877,289.8352,289.1699,243.84,292.65088
61200,303.8665,297.7303,293.14536,292.54407,293.09866,292.5152,292.36227,291.43063,290.84955,243.84,293.13187
64800,304.71002,298.68924,293.88605,293.52878,294.40167,293.60074,293.46573,293.12402,292.5893,243.84,293.863
68400,305.73193,299.85114,294.87338,294.69742,295.85916,294.80872,294.69226,294.8913,294.3493,243.84,294.83884
72000,306.91806,301.2001,296.10178,296.026,297.43958,296.1125,296.0283,296.69043,296.04144,243.84,296.05386
75600,308.2971,302.76892,297.56577,297.56268,299.275,297.7127,297.63574,298.6712,297.788,243.84,297.50302
79200,309.37393,303.99432,299.22345,299.14438,300.44528,299.22748,299.14545,299.72528,299.1338,243.84,299.17993
82800,310.2319,304.97092,300.58386,300.39096,301.359,300.48648,300.3784,300.43372,299.95984,243.84,300.55603
86400,310.84195,305.66544,301.65317,301.26114,301.88483,301.28967,301.16782,300.6543,300.18542,243.84,301.63745
