,20,40,50,60,101,103,105,107,109,111,112,113,114,115,116,117,119,121,122,123,125,129,131,133,137,145,147,149,151,153,159,161,163,169,171,173,175,177,179,180,181,183,185,189,191,193,195,197,199,201,202,203,205,207,209,211,213,215,217,219,223,225,229,231,233,235,238,239,240,241,243,245,247,249,251,261,263,271,273,275,277,281,285,287,289,297,299,301,305,307,309,313,315,319,323,329,330,333,317_273,317,221_161,221,283_239,283,295_249,295,303_257,303,120_119,120,257_217,257,311_193,311,204_184,204,269_211,269,293_255,293,291_255,325_269,325,187_169,187,237_205,237,155_147,155,186_187,186,291_253,291,321_163,321,135_127,135,10,335
0,-0.14172474,-0.029037494,0.02077152,0.8301326,6.041913e-09,0.010602118,-0.02666065,0.0020374118,-0.0006587244,-0.020221481,0.031439688,-0.0050878865,0.007846063,-0.0025819014,0.0010665145,0.040142357,-0.04627223,0.06556741,0.023240412,0.61964643,0.83013254,0.18372627,0.16622613,-0.14172474,0.003614122,0.01939429,0.018896343,-0.039640076,-0.039115924,0.021576459,-0.02463515,-0.026923671,-0.009910892,0.013645062,0.029227242,0.5024035,0.49802512,0.4945319,0.47731972,0.00021980627,0.00021980627,0.4631626,-0.0012309151,0.2958957,-0.12404429,-0.10327866,0.02986632,0.024948575,-0.004088917,-0.029037494,0.034181327,0.014894139,0.02145566,0.018983057,0.010133958,0.03866583,0.011321701,0.008675516,-0.015379813,-0.01587646,0.0028657843,0.004306361,0.2958957,0.27882335,0.2800574,0.0069849305,0.024768954,0.0020127674,0.024768954,0.024768954,0.024695404,0.018805712,0.015262162,0.0074683405,0.0034932285,0.0023650497,0.0013932335,0.0044540167,-0.0006169773,-0.0014381838,0.00036690736,-0.0018050912,0.0001659174,-0.007920994,0.02077152,0.030798482,0.014797728,0.014797728,0.009343879,0.02534463,0.013140962,0.029565148,-0.13314497,-3.3255936e-05,-0.005005419,0.83013254,0.0,-1.6096257e-08,0.0070181866,0.0070181866,0.01587646,0.01587646,-0.0029501617,-0.0029501617,-0.0027842443,-0.0027842443,0.016000753,0.016000753,0.07312548,0.07312548,0.0019275318,0.0019275318,-0.0044654473,-0.0044654473,0.034181327,0.034181327,0.0051567224,0.0051567224,0.004826751,0.004826751,0.004609168,0.009100679,0.009100679,0.42326584,0.42326584,0.028622476,0.028622476,0.023912326,0.023912326,0.02145566,0.02145566,0.004609168,0.004609168,0.4763035,0.4763035,0.023008412,0.023008412,0.0,0.8301326
900,-0.14030404,-0.028082378,0.018740496,0.82978773,6.040704e-09,0.010636134,-0.026694667,0.0020590657,-0.0006247095,-0.020187465,0.031515747,-0.0050316043,0.007870536,-0.0025602474,0.00114727,0.04019803,-0.04635111,0.06565898,0.023275398,0.620642,0.82978773,0.18235095,0.16483277,-0.14030404,0.003614122,0.01942162,0.018923676,-0.039640076,-0.039115924,0.021549128,-0.024607817,-0.02689634,-0.009928928,0.013663098,0.029181875,0.5033449,0.49896652,0.4954733,0.47824657,0.00021980627,0.00021980627,0.46408942,-0.0012309151,0.29768273,-0.12319658,-0.10327866,0.029033259,0.024115514,-0.003966864,-0.028082378,0.034425315,0.015015599,0.021578187,0.018982464,0.010173895,0.038653355,0.01140429,0.008741995,-0.015408612,-0.015890976,0.0029195754,0.0043601524,0.29768273,0.2803569,0.2800574,0.0072383755,0.026799979,0.0035940786,0.026799979,0.026799979,0.026726428,0.01909666,0.015262164,0.0074683405,0.0034932285,0.0026559967,0.0013932335,0.0041630697,0.0014140463,-0.0006578347,0.00036690736,-0.001024742,-0.00033598734,-0.006638741,0.018740496,0.030841472,0.014818374,0.014818374,0.009356559,0.025379654,0.013140972,0.029538017,-0.13231191,0.00017246901,-0.0034718276,0.82978773,0.0,-1.6096257e-08,0.0070659067,0.0070659067,0.015890976,0.015890976,-0.0016994871,-0.0016994871,-0.0020354746,-0.0020354746,0.016023096,0.016023096,0.07322505,0.07322505,0.0019275318,0.0019275318,-0.0043989755,-0.0043989755,0.034425315,0.034425315,0.0068967985,0.0068967985,0.004077982,0.004077982,0.004609168,0.009115339,0.009115339,0.42420512,0.42420512,0.029072192,0.029072192,0.023884995,0.023884995,0.021578187,0.021578187,0.004609168,0.004609168,0.47723037,0.47723037,0.023035744,0.023035744,0.0,0.82978773
1800,-0.13892606,-0.027244823,0.016869063,0.82944363,5.9034693e-09,0.010668956,-0.026727486,0.0020799786,-0.0005918878,-0.020154644,0.031589124,-0.0049769874,0.007894113,-0.0025393344,0.001225462,0.04025176,-0.046427157,0.06574728,0.023309072,0.62159854,0.8294436,0.18101662,0.1634811,-0.13892606,0.003614122,0.01944794,0.018949995,-0.039640076,-0.039115924,0.02152281,-0.0245815,-0.026870022,-0.009946288,0.013680458,0.029138196,0.504249,0.49987057,0.4963774,0.47913635,0.00021980627,0.00021980627,0.46497846,-0.0012309151,0.29932836,-0.12244803,-0.10327866,0.028299494,0.023381751,-0.0038630718,-0.027244821,0.034651104,0.015126,0.021693576,0.018989073,0.01021075,0.038645312,0.011482827,0.008808294,-0.0154355625,-0.01590531,0.0029711619,0.0044117384,0.29932836,0.2817289,0.2800574,0.0075120428,0.028671414,0.005001202,0.028671414,0.028671414,0.028597863,0.019405093,0.015262164,0.0074683405,0.0034932285,0.002964428,0.0013932335,0.0038546382,0.0032854811,4.9853705e-05,0.00036690736,-0.00031705364,-0.0008064789,-0.005460561,0.016869063,0.030882938,0.014838291,0.014838291,0.009368827,0.025413472,0.0131416945,0.029515179,-0.13157813,0.00041098671,-0.002099854,0.8294436,0.0,-3.2192514e-08,0.007101056,0.007101056,0.01590531,0.01590531,-0.0005357407,-0.0005357407,-0.0013422196,-0.0013422196,0.016044647,0.016044647,0.07332115,0.07332115,0.0019275318,0.0019275318,-0.004333401,-0.004333401,0.034651104,0.034651104,0.008459802,0.008459802,0.003384727,0.003384727,0.004609168,0.009130132,0.009130132,0.42510223,0.42510223,0.0295365,0.0295365,0.023858676,0.023858676,0.021693576,0.021693576,0.004609168,0.004609168,0.47812015,0.47812015,0.023062062,0.023062062,0.0,0.82944363
2700,-0.1375858,-0.02651026,0.015137412,0.8291005,5.9034693e-09,0.010700729,-0.026759261,0.0021002404,-0.0005601149,-0.020122873,0.03166015,-0.004923827,0.007916896,-0.0025190725,0.0013014061,0.040303797,-0.0465007,0.065832734,0.023341594,0.6225209,0.8291005,0.17971857,0.16216627,-0.1375858,0.003614122,0.019473357,0.018975412,-0.039640076,-0.039115924,0.021497391,-0.02455608,-0.026844602,-0.009963056,0.013697226,0.029096011,0.50512046,0.50074214,0.4972489,0.4799937,0.00021980627,0.00021980627,0.46583447,-0.0012309151,0.30085036,-0.121786304,-0.10327866,0.027652701,0.022734959,-0.0037753026,-0.02651026,0.03486076,0.015226651,0.021802584,0.019001953,0.010244835,0.038641058,0.011557749,0.008874432,-0.015460845,-0.015919467,0.0030208002,0.0044613765,0.30085036,0.28297195,0.2800574,0.0077909837,0.03040306,0.0062699,0.03040306,0.03040306,0.030329512,0.019718267,0.015262164,0.0074683405,0.0034932285,0.0032776047,0.0013932335,0.0035414617,0.0050171306,0.00069710525,0.00036690736,0.00033019792,-0.0012444926,-0.004375296,0.015137412,0.030923065,0.014857564,0.014857564,0.0093807345,0.025446232,0.013143012,0.029496007,-0.13093136,0.0006642833,-0.00085680065,0.8291005,0.0,-3.2192514e-08,0.0071267,0.0071267,0.015919467,0.015919467,0.0005486571,0.0005486571,-0.00069583545,-0.00069583545,0.016065499,0.016065499,0.073414214,0.073414214,0.0019275318,0.0019275318,-0.00426858,-0.00426858,0.03486076,0.03486076,0.009878275,0.009878275,0.0027383426,0.0027383426,0.004609168,0.00914505,0.00914505,0.4259625,0.4259625,0.029999454,0.029999454,0.023833256,0.023833256,0.021802584,0.021802584,0.004609168,0.004609168,0.4789775,0.4789775,0.02308748,0.02308748,0.0,0.8291005
3600,-0.19188699,-0.06325059,0.020001145,0.82409304,0.21672632,0.116470665,0.07700672,0.026059244,0.100167654,0.07184545,0.031757858,0.04136117,0.01567966,0.019371584,0.054591708,-0.034378856,-0.03444271,0.01731556,0.015862362,0.56407684,0.824093,0.23905846,0.21910794,-0.19188699,0.0052323854,0.019827062,0.019106155,-0.039874773,-0.039115924,0.02197421,-0.026402459,-0.029715693,-0.0089631425,0.01436933,0.038436174,0.5054747,0.49913582,0.49407846,0.48958373,0.000318227,0.000318227,0.49302012,-0.0017820711,0.32791287,-0.13593206,-0.10763188,0.041703545,0.03458383,-0.028666755,-0.06325059,0.040436346,0.009358569,0.034217212,0.038025323,-0.00416317,0.022578087,0.03838038,0.037896305,-0.00562075,-0.002560882,0.042783782,0.044869393,0.32791287,0.30141872,0.2858617,0.011889953,0.04593059,0.017612884,0.04593059,0.04593059,0.045824107,0.02891531,0.022095965,0.010812374,0.005057361,0.0051131556,0.0020170694,0.004759224,0.00917782,0.0017227933,0.00053119427,0.0011915991,-0.0022783894,-0.005144171,0.020001145,-0.0028445935,-0.0041889646,-0.0041889646,-0.031534266,-0.030189892,-0.004907545,0.009174716,-0.14933543,0.004374078,0.010097009,0.824093,0.0,-3.2192514e-08,0.007515875,0.007515875,0.002560882,0.002560882,0.0019949866,0.0019949866,-0.00028340277,-0.0002834028,0.0013443709,0.0013443709,-0.0013913972,-0.0013913972,0.0027906059,0.0027906059,0.04280385,0.04280385,0.040436346,0.040436346,0.015847629,0.015847629,0.0032404654,0.0032404654,0.0066729747,0.013403373,0.013403373,0.46865994,0.46865994,0.036810692,0.036810692,0.025355982,0.025355982,0.034217212,0.034217212,0.0066729747,0.0066729747,0.48811254,0.48811254,0.025059447,0.025059447,0.21672632,0.82409304
4500,-0.19080335,-0.06183565,0.018237682,0.8235856,0.21649858,0.11637016,0.07687947,0.02604448,0.100067146,0.071744956,0.031825166,0.04134221,0.015684528,0.019356817,0.05457761,-0.034266386,-0.034529656,0.017426215,0.015878279,0.5646046,0.8235856,0.23800744,0.2180467,-0.19080335,0.0052323854,0.019849451,0.019128546,-0.039874773,-0.039115924,0.021951815,-0.026380068,-0.029693302,-0.008973359,0.014379544,0.038403567,0.5058515,0.49951267,0.49445534,0.4899298,0.000318227,0.000318227,0.49336502,-0.0017820711,0.32944697,-0.13477556,-0.10763188,0.040538,0.033418287,-0.028417364,-0.06183565,0.04066568,0.009540125,0.03426498,0.03795749,-0.004121116,0.022545379,0.0383861,0.037894167,-0.0056406893,-0.002591642,0.042769555,0.044855166,0.32944697,0.3024547,0.2858617,0.012388113,0.047694046,0.018668745,0.047694046,0.047694046,0.047587566,0.029268753,0.022095965,0.010812374,0.005057361,0.005466599,0.0020170694,0.0044057807,0.010941283,0.0023824633,0.00053119427,0.001851269,-0.002706517,-0.004056373,0.018237682,-0.0027558298,-0.0041251895,-0.0041251895,-0.031510554,-0.030141197,-0.004906409,0.00915107,-0.14816988,0.004852355,0.011132984,0.8235856,0.0,-3.2192514e-08,0.0075357584,0.0075357584,0.002591642,0.002591642,0.003098779,0.003098779,0.000392262,0.00039226207,0.0013693599,0.0013693599,-0.0012078936,-0.0012078936,0.0027906059,0.0027906059,0.04280058,0.04280058,0.04066568,0.04066568,0.01725765,0.01725765,0.002564801,0.002564801,0.0066729747,0.013394309,0.013394309,0.4690376,0.4690376,0.037518296,0.037518296,0.025333589,0.025333589,0.03426498,0.03426498,0.0066729747,0.0066729747,0.48845866,0.48845866,0.025081838,0.025081838,0.21649858,0.8235857
5400,-0.18974538,-0.060490634,0.016570194,0.8230788,0.21626994,0.116269246,0.07675175,0.02602964,0.099966235,0.07164404,0.03189234,0.04132301,0.015689306,0.01934198,0.05456319,-0.034153506,-0.034616448,0.017520297,0.015893418,0.56510895,0.8230788,0.23698105,0.21701044,-0.18974538,0.0052323854,0.019871183,0.019150276,-0.039874773,-0.039115924,0.021930085,-0.026358338,-0.029671568,-0.008983213,0.014389399,0.038371984,0.50620294,0.4998641,0.49480677,0.49025065,0.000318227,0.000318227,0.49368447,-0.0017820711,0.33089665,-0.13367535,-0.10763188,0.03942892,0.0323092,-0.028181434,-0.060490634,0.040883508,0.0097117,0.034311242,0.03789313,-0.004079969,0.022515401,0.03839121,0.037892085,-0.0056603434,-0.0026222663,0.042755015,0.044840623,0.33089665,0.30342528,0.2858617,0.01286721,0.04936154,0.019657955,0.04936154,0.04936154,0.049255054,0.029614305,0.022095965,0.010812374,0.005057361,0.0058121504,0.0020170694,0.004060229,0.012608771,0.0030067984,0.00053119427,0.0024756044,-0.0031342648,-0.0030042902,0.016570194,-0.0026502395,-0.0040905722,-0.0040905722,-0.031503264,-0.030062933,-0.0049050464,0.00912995,-0.1470608,0.0053127985,0.0121035455,0.8230788,0.0,-3.2192514e-08,0.0075544124,0.0075544124,0.0026222663,0.0026222663,0.004141933,0.004141933,0.0010076679,0.0010076679,0.001440333,0.001440333,-0.0010233594,-0.0010233594,0.0027906059,0.0027906059,0.042797126,0.042797126,0.040883508,0.040883508,0.018579585,0.018579585,0.001949395,0.001949395,0.0066729747,0.013385453,0.013385453,0.46938702,0.46938702,0.03819657,0.03819657,0.02531186,0.02531186,0.034311242,0.034311242,0.0066729747,0.0066729747,0.48877946,0.48877946,0.025103569,0.025103569,0.21626994,0.8230788
6300,-0.18871075,-0.059211604,0.014991592,0.8225726,0.21604104,0.11616795,0.07662416,0.026014598,0.09986494,0.07154274,0.03195786,0.041302867,0.015693609,0.019326936,0.054547355,-0.034040954,-0.034701314,0.01761276,0.015907824,0.56559235,0.8225726,0.2359771,0.21599694,-0.18871075,0.0052323854,0.01989231,0.019171406,-0.039874773,-0.039115924,0.02190896,-0.026337208,-0.029650442,-0.008992743,0.014398929,0.03834133,0.506534,0.50019515,0.4951378,0.4905511,0.000318227,0.000318227,0.4939828,-0.0017820711,0.3322682,-0.13262877,-0.10763188,0.03837366,0.03125394,-0.027957661,-0.059211604,0.041090544,0.009874143,0.034355838,0.037831806,-0.0040393346,0.022488689,0.03839517,0.037889406,-0.005679941,-0.0026528714,0.042739376,0.04482499,0.3322682,0.30433682,0.2858617,0.013327236,0.05094014,0.020587005,0.05094014,0.05094014,0.050833657,0.02995061,0.022095965,0.010812374,0.005057361,0.0061484543,0.0020170694,0.003723926,0.014187373,0.0035982453,0.00053119427,0.003067051,-0.0035811728,-0.0019659353,0.014991592,-0.0025452909,-0.004055328,-0.004055328,-0.031495668,-0.02998563,-0.004902886,0.009111927,-0.14600554,0.005755312,0.013015081,0.8225726,0.0,-3.2192514e-08,0.007571925,0.007571925,0.0026528714,0.0026528714,0.0051290877,0.0051290877,0.0015479147,0.0015479147,0.0015100375,0.0015100375,-0.00084035454,-0.0008403545,0.0027906059,0.0027906059,0.042792294,0.042792294,0.041090544,0.041090544,0.019821884,0.019821884,0.0014091482,0.0014091482,0.0066729747,0.013376764,0.013376764,0.46971202,0.46971202,0.038846124,0.038846124,0.025290731,0.025290731,0.034355838,0.034355838,0.0066729747,0.0066729747,0.48907992,0.48907992,0.025124695,0.025124695,0.21604104,0.8225726
7200,-0.2286347,-0.079456426,-0.0075143273,0.81843036,0.21010952,0.11242211,0.08019078,0.025748592,0.10015283,0.07883818,0.02742114,0.044860244,0.01604205,0.02071561,0.05905914,-0.041973032,-0.027546601,0.005611964,0.014384814,0.53165144,0.81843036,0.26855958,0.25183117,-0.2286347,0.0039377753,0.017632032,0.017089494,-0.039687015,-0.039115924,0.023504823,-0.026837423,-0.029330887,-0.008459493,0.012528066,0.034179695,0.49921685,0.49444643,0.4906403,0.49340537,0.0002394904,0.0002394904,0.49892145,-0.0013411463,0.32846785,-0.14588755,-0.10845205,0.051594395,0.046236258,-0.033220164,-0.079456426,0.040777028,0.007524836,0.035614856,0.040744998,-0.005378574,0.019601261,0.04099343,0.039864756,-0.0017822203,0.004220396,0.04675516,0.048324745,0.32846785,0.30397764,0.2845999,0.013499426,0.057133052,0.02288978,0.057133052,0.057133052,0.057052914,0.027042741,0.016628925,0.008137148,0.003806055,0.009129779,0.0015180007,-0.0017000509,0.029473754,0.009749916,0.00039976474,0.009350152,-0.0076901377,0.010557469,-0.0075143273,-0.0091959275,-0.006027205,-0.006027205,-0.032777105,-0.035945825,-0.006623278,0.0054423567,-0.16004646,0.005878295,0.015268648,0.81843036,0.0,-1.6096257e-08,0.0076211314,0.0076211314,-0.004220396,-0.004220396,0.015614735,0.015614735,0.007924597,0.007924597,-0.0031687221,-0.0031687221,-0.017968778,-0.017968778,0.0021001464,0.0021001464,0.04648804,0.04648804,0.040777028,0.040777028,0.02921157,0.02921157,-0.005699179,-0.005699179,0.0050219293,0.014158903,0.014158903,0.47797906,0.47797906,0.0406349,0.0406349,0.026049867,0.026049867,0.035614856,0.035614856,0.0050219293,0.0050219293,0.49229816,0.49229816,0.021569807,0.021569807,0.21010952,0.8184304
