,10,15,20,35,40,50,60,601,61,101,103,105,107,109,111,113,115,117,119,120,121,123,125,127,129,131,139,141,143,145,147,149,151,153,157,159,161,163,164,166,167,169,171,173,177,179,181,183,184,185,187,189,191,193,195,197,199,201,203,204,205,206,207,208,209,211,213,215,217,219,225,229,231,237,239,241,243,247,249,251,253,255,257,259,261,263,265,267,269,271,273,275,River,Lake,1,2,3
0,-0.4500702,28.593657,8.839204,40.61247,3.9928799,7.1628,63.706444,92.187874,92.187874,31.553928,31.239683,36.066795,38.04603,38.158802,41.486073,43.936718,40.5136,41.58404,47.412575,47.280834,49.68564,47.081696,45.545506,31.315067,32.8354,46.545223,37.20859,44.214314,43.508984,45.500443,40.44829,41.32943,37.16854,27.230913,43.286083,44.427105,44.342678,43.898136,43.898136,46.031727,46.376137,46.37636,45.7412,45.734497,41.980236,41.976078,41.986042,41.0627,39.16405,39.342834,40.624058,43.309044,36.89622,39.059246,39.842846,37.508717,43.53507,42.67069,42.0415,37.957767,36.515156,42.335087,39.958225,37.69334,43.05871,40.274982,40.25496,40.196102,40.49483,41.10091,39.883347,39.160175,40.835278,38.125824,38.430702,38.43072,38.125797,36.90783,36.90783,33.25369,31.461088,34.220524,41.14757,38.57631,45.714825,45.664883,45.033703,38.151543,44.65084,42.623016,40.47756,39.655293,0.0,0.0,3.9928799,7.1628,8.839199
900,-0.41212365,28.646694,8.904196,40.648396,4.042458,7.0603223,63.70902,92.20514,92.20514,31.591875,31.277573,36.105682,38.084873,38.19668,41.523357,43.973755,40.551994,41.62544,47.45985,47.326237,49.73605,47.131065,45.598366,31.375898,32.896217,46.60604,37.26491,44.267353,43.562023,45.55261,40.499866,41.380753,37.217663,27.280132,43.33078,44.468212,44.38134,43.9363,43.93629,46.06989,46.412224,46.41245,45.77593,45.769146,42.016464,42.012558,42.02197,41.09912,39.195137,39.376286,40.659786,43.34546,36.93306,39.096188,39.879826,37.54566,43.551888,42.685223,42.056034,37.992695,36.531322,42.335297,39.968105,37.68259,43.02894,40.238823,40.218227,40.159367,40.458096,41.064182,39.84661,39.116734,40.791836,38.078568,38.38302,38.383026,38.078102,36.859432,36.859432,33.203766,31.397104,34.156544,41.190514,38.61891,45.756176,45.706104,45.070454,38.188305,44.687046,42.658627,40.493732,39.66878,0.0,0.0,4.042458,7.0603223,8.904191
1800,-0.37385622,28.69952,8.968541,40.684673,4.090409,6.9678674,63.711586,92.22235,92.22235,31.630142,31.315784,36.144863,38.124016,38.234875,41.560997,44.011154,40.590702,41.667034,47.507137,47.371716,49.786354,47.180325,45.651043,31.43623,32.956543,46.666363,37.320896,44.32018,43.614845,45.6046,40.55128,41.431934,37.26672,27.329287,43.37558,44.50957,44.420338,43.97481,43.97481,46.108406,46.44874,46.448967,45.811146,45.804302,42.052994,42.049305,42.058247,41.13583,39.226913,39.41027,40.695923,43.382233,36.97026,39.133484,39.917156,37.582962,43.570545,42.701817,42.072628,38.028072,36.549213,42.337135,39.979427,37.67368,43.001385,40.205,40.183784,40.124924,40.423656,41.02974,39.81217,39.074467,40.74957,38.03249,38.335636,38.335636,38.030716,36.81168,36.811687,33.15498,31.337118,34.096554,41.233612,38.66168,45.797745,45.747547,45.107624,38.22542,44.723648,42.694626,40.51166,39.684727,0.0,0.0,4.090409,6.9678674,8.968532
2700,-0.33535627,28.752108,9.0322485,40.721203,4.1369267,6.8846498,63.71415,92.239525,92.239525,31.668642,31.354235,36.184242,38.163357,38.27331,41.59889,44.048813,40.62963,41.708763,47.55437,47.417202,49.836506,47.22944,45.703476,31.49607,33.01638,46.726204,37.37654,44.372765,43.667435,45.656376,40.6025,41.482925,37.315666,27.378326,43.42042,44.55108,44.45958,44.013584,44.013584,46.14718,46.485588,46.485817,45.846745,45.83983,42.08974,42.08624,42.094772,41.17272,39.25926,39.44468,40.73237,43.419273,37.007732,39.17104,39.95475,37.620525,43.59075,42.720158,42.090965,38.0638,36.5686,42.34062,39.992165,37.66667,42.97617,40.17367,40.151817,40.092957,40.39169,40.99777,39.780205,39.033802,40.708904,37.988224,38.289402,38.28939,37.98447,36.765343,36.76535,33.108013,31.281326,34.040764,41.276794,38.70454,45.83944,45.78912,45.145096,38.262806,44.760536,42.73091,40.531105,39.702717,0.0,0.0,4.1369267,6.8846498,9.032244
3600,28.25377,28.885527,9.095346,41.51529,4.1821938,6.8099704,63.751434,92.48995,92.48995,39.868034,38.763805,41.144424,42.90478,43.91811,45.092045,46.936657,44.1242,44.795097,48.46207,49.072147,50.566807,47.94462,46.31498,31.740948,33.26065,46.964394,37.561974,44.54242,43.800854,45.84134,40.82151,41.71896,37.793278,27.85067,44.327137,45.46393,45.380672,44.92941,44.92941,47.063004,47.366913,47.36737,46.66361,46.655506,42.878254,42.870636,42.88902,41.99388,40.143074,40.387127,41.96294,44.535694,38.940712,41.078873,41.841606,39.983044,44.12288,43.22368,42.592552,39.192936,37.08345,42.644474,40.3992,37.8536,42.960182,40.089634,40.045227,39.92843,40.221188,40.823814,39.607853,38.861732,40.535557,37.831623,38.125324,38.125294,37.82025,36.60076,36.600773,32.943226,31.107273,33.882694,43.902054,41.4764,49.07832,49.147358,46.04695,39.723816,45.76894,43.53247,41.049408,40.19838,0.0,0.0,4.1821938,6.8099704,9.095338
4500,28.271534,28.962927,9.183346,41.58435,4.2901826,6.711297,63.755203,92.51532,92.51532,39.925465,38.822506,41.21053,42.97112,43.98009,45.159115,47.004223,44.192253,44.865726,48.534378,49.144344,50.640648,48.01693,46.391174,31.824823,33.34452,47.04826,37.642086,44.61982,43.878254,45.918015,40.897675,41.794907,37.86726,27.924707,44.398407,45.53376,45.449528,44.998077,44.99807,47.13166,47.434784,47.435234,46.73088,46.722702,42.94786,42.940716,42.958076,42.063354,40.20698,40.453606,42.030735,44.603825,39.00872,41.14691,41.909664,40.05079,44.17338,43.27253,42.641403,39.260265,37.13119,42.66599,40.434677,37.859295,42.938427,40.058666,40.013245,39.896446,40.189205,40.79183,39.575867,38.814373,40.488197,37.779377,38.068813,38.068756,37.763706,36.543537,36.543564,32.885868,31.04111,33.816525,43.973633,41.54771,49.148758,49.217606,46.115078,39.791916,45.837006,43.601044,41.097897,40.245686,0.0,0.0,4.290178,6.711297,9.183337
5400,28.289356,29.04013,9.270848,41.65362,4.395753,6.621321,63.758965,92.54065,92.54065,39.98307,38.881393,41.276833,43.03766,44.042267,45.226395,47.072014,44.26052,44.936565,48.606647,49.216515,50.714386,48.089146,46.467205,31.908316,33.428005,47.131752,37.72193,44.697025,43.95546,45.99452,40.97368,41.870705,37.941154,27.998648,44.46971,45.60372,45.518578,45.066944,45.06694,47.20053,47.502914,47.503365,46.798454,46.79021,43.017647,43.010937,43.02735,42.133007,40.271297,40.520374,42.098778,44.6722,39.076958,41.21518,41.977947,40.11875,44.225056,43.322655,42.69153,39.32786,37.180077,42.689323,40.471615,37.86721,42.91958,40.03082,39.984406,39.867607,40.160362,40.762985,39.54702,38.769653,40.443478,37.73019,38.01502,38.014927,37.709877,36.488846,36.488873,32.83075,30.979507,33.754925,44.045044,41.618927,49.219532,49.288048,46.183453,39.86025,45.905315,43.66986,41.147575,40.294247,0.0,0.0,4.395748,6.621321,9.270839
6300,28.307182,29.117128,9.357861,41.723015,4.499026,6.539577,63.762722,92.565926,92.565926,40.040684,38.940296,41.34313,43.10419,44.104465,45.29371,47.139866,44.328804,45.007366,48.67885,49.288635,50.788,48.161232,46.543045,31.991436,33.511116,47.214855,37.801487,44.774017,44.032455,46.070827,41.049507,41.94633,38.014927,28.07247,44.540997,45.673744,45.58774,45.13594,45.13594,47.269527,47.571224,47.571674,46.86625,46.85794,43.087517,43.081207,43.096745,42.202744,40.335922,40.587345,42.166977,44.74072,39.14531,41.283558,42.04634,40.186813,44.277752,43.373882,42.742756,39.395626,37.229973,42.71436,40.509895,37.877228,42.903545,40.00603,39.958633,39.841835,40.13459,40.737213,39.52125,38.727642,40.401466,37.684135,37.964085,37.96395,37.658905,36.436863,36.4369,32.778133,30.92247,33.69789,44.116436,41.690117,49.29027,49.358463,46.25199,39.92872,45.973785,43.73881,41.198284,40.343914,0.0,0.0,4.499026,6.539577,9.357852
7200,28.764025,29.9998,9.444405,42.42935,4.600117,6.465619,63.793365,92.77278,92.77278,41.51615,40.46262,42.571358,44.33657,45.61741,46.42243,48.17067,45.39474,45.879623,49.376522,50.041218,51.3893,48.750114,47.067875,32.241512,33.76226,47.47102,38.4141,45.627686,44.915127,46.977684,41.973965,42.875572,38.9163,28.97122,45.25874,46.413334,46.33898,45.885597,45.885597,48.01919,48.31227,48.312542,47.593967,47.58583,43.787144,43.774113,43.803116,42.909176,41.08207,41.329952,42.944935,45.506714,40.024902,42.15905,42.919193,41.14456,45.047173,44.143887,43.513184,40.161137,37.998405,43.39457,41.245495,38.494667,43.412064,40.477768,40.43854,40.36955,40.667233,41.272713,40.055424,39.030304,40.705185,37.958054,38.166603,38.165752,37.86081,36.61742,36.617573,32.935947,31.016756,33.778988,44.961,42.547775,50.17307,50.268463,46.99666,40.731186,46.73125,44.4512,41.966953,41.109627,0.0,0.0,4.6001124,6.465619,9.444395
